"","space","description","transit","access","house_rules","host_since","host_about","host_response_time","host_is_superhost","host_total_listings_count","host_has_profile_pic","zipcode","Latitude","Longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","reviews_per_month","occupancy_rate","EntirePlace","PrivateRoom","SharedRoom","Respond_fewDaysOrMore","Respond_WithinDay","Respond_WithinFewHours","Respond_WithinTheHour","Apartment","BedNBreakdast","Condominium","GuestSuite","House","Loft","Other","ServicedApartment","Townhouse","Bed_Couch","Bed_Futon","Bed_PullOutSofa","Bed_Bed","Cancel_Flexible","Cancel_Moderate","Cancel_Strict","hasTV","hasInternet","hasWifi","hasShampoo","hasHeat","hasAC","hasBreakfast","hasDesk","hasFireplace","hasIron","hasHairDryer","hasPrivateEnt","hasKitchen","isFamilyFriendly","square_meter","propertyPrice","IncomePerMonth"
"82","1","Very beautiful apartment with AC works  in a building classified at the heart of the historic Swamp, with very beautiful volumes, renovated by a talented architect,with 2 bedroom and 4 beds for 5.6 people. in front of metro saint paul line 1 and few steps to place de la  bastille . The apartment is located on the 1st floor overlooking a courtyard, It is fully air-conditioned. You have a living room with a sofa bed in gray leather with a very comfortable bed. A coffee table, an extandable dining table, a flat screen TV and international channels. The unlimited internet with wifi is offered .. The kitchen, is in extension of the living. It features all the appliances you want with, in particular, a dishwasher and a washer dryer. Varied dishes and cooking utensils are provided to you. One bedroom overlooks the courtyard and is very quiet. It consists of a double bed, bedside tables and a large closet. The second bedroom includes a large  double bed which can be separated into two beds, an","1","1","1","2010","1","N/A","0","87","1","75004",48.8552202861704,2.36382167010907,"Apartment","Entire home/apt","6","1","2","4","Real Bed",646,230,900,90,"4",50,2,25,90,"2011-10-26","2018-10-19",88,9,9,9,9,10,9,"0","0","strict_14_with_grace_period","0",1.05,0.364,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","1","1",207.03008,2412935.5824,2511.6
"85","1","2 Bedrooms apartment for up to 4 people, with a large living room and balcony with a view! Enjoy almost all major monuments of the capital from there. Located in the cool and animated district of the Canal with the best new bars and Restaurants. 60m2 (645 square ft) appartement with 2 Bedrooms with double bed and  a large living room with a balcony overlooking Paris! From the balcony you can enjoy an exclusive view of almost all major Parisian monuments including the Butte Montmartre with the Sacre coeur on top, The Sparkling Eiffel Tower, the Roof of the Opera the Paris and La Défense Business district far in the end! The flat is located in front the 18th century Hospital Saint Louis. The flat is on the 5th floor with elevator in a 1900 ""Faubourg style"" building. The kitchen is fully furnished with refrigerator, freezer, nespresso machine, boiler, stove, microwave, oven and a dishwasher. The 2 bedrooms are located in the other side of the building, with a view on the courtyard, so it'","1","1","1","2011","1","within a day","0","1","1","75010",48.8764104094674,2.36748067696958,"Apartment","Entire home/apt","4","1","2","2","Real Bed",640,110,500,40,"2",30,2,60,64,"2011-09-23","2018-10-14",91,9,9,10,10,9,9,"0","0","strict_14_with_grace_period","0",0.74,0.256533333333333,"1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","0","1","1",205.1072,1583017.3696,846.559999999999
"86","1","Hello, I'm renting my studio for travelers who wish to visit Paris without paying overpriced hotels. It's located in the east part of Paris, in Gambetta. There are many bars and restaurants there, as well as a movie theater, theaters and the famous ""Pere Lachaise"" cimetery.  The Buttes Chaumont park is accessible by bus (only a short 10 minutes ride). In the east part of Paris, you'll find the best places to hang out : the streets of Menilmontant and Oberkampf are very popular for their tons of bars (it's like East Village in NYC!), you can have a picnic on the Canal Saint Martin, along Quai de Jemmapes and Valmy.... My studio is fully refreshed, it's sunny and very quiet. There is an elevator (6th floor). It's nicely equipped with free wifi internet access, bathtub, a hair dryer, an oven, and an iron. For your comfort, the towels and bed linen sheets are furnished.  Feel free to contact me for further informations.  License Numb (Phone number hidden by Airbnb)  Cheers, Natacha","0","0","0","2011","1","N/A","0","1","1","75020",48.8675598463721,2.40264624560198,"Apartment","Entire home/apt","2","1","1","1","Real Bed",258,35,200,30,"1",0,20,1125,12,"2011-10-21","2017-06-30",98,10,10,10,10,10,10,"0","0","flexible","0",0.14,0.0485333333333333,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","1","1","0","1","1",82.68384,561588.64128,50.96
"87","1","Pretty studio, ideal for a couple discovering Paris. It is close to the Grands Magasins and the Opera, and next to the Metro Saint Lazare.  The building is not a luxurious Haumannian building, it is a simple and clean Parisian building, no frills. If being in a fancy-luxurious building is important for you, don't book my place. The 9th district is one of the trendiest areas in Paris, very french with many bistros, restaurants and bars!!!  You'll be 15 minutes away from Montmartre, the Sacré Coeur, the Canal Saint Martin and Pigalle.  You'll have everything you need nearby: the subway, bus statiosn, taxis, bikes (Vélib), shops and convenience stores, parks..  The place is entirely furnished with a comfortable bed in the room, a bathroom. You'll be able to have your own French meals thanks to a fully equipped kitchen!  Come and live Paris like a local! The Saint-Lazare train station district is very lively and practical! Very close to many shops such as Printemps or Galeries Lafayette. I","0","0","0","2010","1","within an hour","0","1","1","75009",48.8758039148114,2.32622330340181,"Apartment","Entire home/apt","2","1","1","1","Real Bed",183,55,300,20,"1",0,3,30,223,"2011-08-12","2018-10-31",86,9,9,9,10,9,9,"1","0","moderate","0",2.53,0.877066666666667,"1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","1","0","0","0","0","1","1","0","1","0",58.64784,509180.54688,1447.16
"88","1","Simple yet tasteful 2nd floor 2-room appartment, with just about everything you will need for a relaxing month's stay during July / August, in the heart of the vibrant Chinese quarter of Paris - at a very modest price. Everything. Semi-regular contact.  Not present. The Chinese quarter with its Asian restaurants and shops is much livelier than the more bourgeois residential areas of Paris, especially in mid-summer. Easy access to metro lines 7 and 14 as well as tramway T3. Happy to give you any other details on request.","1","1","1","2011","1","within a day","0","1","1","75013",48.8242452383863,2.36235972413574,"Apartment","Entire home/apt","3","1","1","2","Real Bed",355,70,300,0,"1",0,7,45,8,"2013-07-04","2018-08-26",95,10,10,10,10,9,10,"0","0","moderate","0",0.12,0.0416,"1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","0","1","0","0","1","1",113.7704,883996.008,87.36
"89","1","Flat in a modern building, facing south, with ultra high tech, opposite the Jardin du Luxembourg in the 6th arrondissement, very quiet, with modern lift, bath, fitted kitchen, wifi. 95 + positive feedback Wonderful apartment in the heart of the 6th arrondissement. Very fashionable and very very SAFE (The 6th district is the most expensive arrondissement of Paris)).  In front of the Jardin du Luxembourg / absolute calm prevails in this apartment. Small balcony with table and chairs. 3 rd floor with a modern elevator. Equipment : PS3 / games / DVD / iMac 27 inch / bath / kitchen / Nespresso machine / IPAD ... 10 minutes in feet to go in quartier Latin / Louvres / Moufftard and Saint Germain des Prés of course !  Do not hesitate to ask me questions ! The subway is 2 minutes walk (Notre Dame des Champs (l.12) & Vavin (l.4). You are 15 minutes from the Champs Elysees, 10 minutes from the Louvre.  the apartment is in the south, there is the sun. More than 90 positives comments on my apartmen","1","0","1","2011","1","within an hour","0","2","1","75006",48.8432346364397,2.33283279867555,"Apartment","Entire home/apt","2","1","1","1","Pull-out Sofa",377,95,0,20,"1",0,2,365,170,"2011-09-08","2018-03-17",87,9,8,9,9,10,9,"1","0","strict_14_with_grace_period","0",1.95,0.676,"1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","1","1",120.82096,1503254.38432,1926.6
"90","1","A lovely appartment acrossed 2 continents : africa in one part (Barbès) and asia to the other part (Marx Dormoy), you will feel far away from home. A living-room next to a bedroom and a kitchen, like at home*. Welcome to my place! * internet, phone, washing-machine","1","1","1","2011","1","within a few hours","0","1","1","75018",48.8851723396336,2.36317000133206,"Apartment","Entire home/apt","2","1","1","1","Real Bed",484,60,400,20,"2",0,1,20,25,"2014-08-21","2018-10-15",97,10,10,10,10,8,10,"0","0","moderate","0",0.49,0.169866666666667,"1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","1","1","0","0","1","0","1","1",155.11232,1150933.4144,305.760000000001
"91","1","2 bedroom apartment in central and convenient Marais neighborhood of Paris (4th arrondissement).  2 sunny living rooms with one balcony.  Full kitchen, wireless internet, cable tv, digital piano, bathtub/shower and toilet. I've repainted the living room and hallway and replaced the bathroom windows. 2 bedroom apartment in central and convenient Marais neighborhood of Paris (4th arrondissment).  2 sunny living rooms with one balcony.  Full kitchen, wireless internet, cable tv, digital piano, bathtub/shower and toilet. 85 square meters. I've repainted the living room and hallway and replaced the bathroom window. 2 queen beds (1 in each bedroom), 2 couches (1 in each living room).  An inflatable air mattress is available if needed.  Sheets and towels are provided. Smoking is permitted on the balcony, which has a great view of rue de Rivoli. No pets please. There is an elevator in building or you can take the stairs up 2 floors. There is a full kitchen with a microwave, oven, gas stove, re","1","1","1","2011","1","N/A","0","2","1","75004",48.8566257170172,2.36038804703966,"Apartment","Entire home/apt","4","1","2","2","Real Bed",915,130,100,40,"4",30,4,30,15,"2011-09-12","2018-10-30",89,9,8,10,10,10,9,"0","0","moderate","0",0.17,0.0589333333333333,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","0","1","1","0","1","1",293.2392,3417702.876,229.84
"92","1","On the 2nd floor, (40 steps) with  no lift. 2 bedroom apartement  with one kingsize bed and the other a double  bed, lounge with dining table, TV, separate toilets, bathroom with shower, fully equipped kitchen. Charming Parisian apartment in the heart of the Latin Quarter. Apartment is very quiet and the location is amazing - 5th arrondissement (district), metro Maubert Mutualité (Line 10) close to Saint Michel (with direct train to CDG airport).  A few minutes walk to Notre Dame (approximately 250 meters), Sorbonne University(300 meters), within St Germain des Près and more...   The apartment is fully furnished, on the 2nd  floor (no lift) and overlooking a courtyard.(no street noises).  It's a 2-bedroom flat with a queen size bed and a double bed, a living room, 1 bathroom with shower cabin, and a well equipped kitchen. Bed linen and towels are included.  At place Maubert is only a few meters from the apartment,  it is a typical french open-air market 3 times a week (mornings), selli","0","1","1","2011","1","within a day","1","1","1","75005",48.8502057047496,2.34857256670716,"Apartment","Entire home/apt","4","1","2","2","Real Bed",560,150,0,80,"4",0,5,21,149,"2011-09-02","2018-07-17",96,10,10,10,10,10,10,"0","0","moderate","0",1.7,0.589333333333333,"1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","1","1","0","0","0","0","1","1","0","1","0",179.4688,1943288.1664,2652
"93","1","Lovely and all equipped apartment located right close to the well-known Père Lachaise Cemetery, 9th floor, offering an exceptional view on the greenery. Very calm location in Paris.15m walk to Bastille, 20m to République. 2m to metro line 2, and 5m to metro line 3","0","0","0","2011","1","N/A","0","2","1","75020",48.85887335485,2.39048884319938,"Apartment","Entire home/apt","2","1","1","1","Real Bed",452,100,0,40,"1",5,2,30,18,"2015-10-10","2018-10-19",96,10,10,10,10,10,10,"0","0","strict_14_with_grace_period","0",0.48,0.1664,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","0","0","1","1",144.85696,983868.47232,499.2
"94","1","Located in a quiet street in the Marais district, this apartment has high ceilings that evoke past times (it was constructed in 1666). It enjoys a view rarely found in large cities: a church, a bell tower and a park filled with trees that mark the passage of the seasons with their ever-changing colors.  It can host up to 7 guests distributed in different sleeping areas: there is a double bedroom from which it is possible to directly access one of the 2 bathrooms, a single bedroom, 2 different sleeping lofts low ceilings where there are 2 single beds and a double sofa in the living room. A small but functional kitchen complete the distribution of this flat.  The marais is a beautiful area with a lot of nice shops, cafés and restaurants. You can for exemple have a nice Middle Eastern meal at ""la rue des Rosiers"". It is a perfect area for every persons who like to live like a parisian and discover small charming streets.  The nice flat is situated near the metro stations ""Rambuteau"", ""Hôt","0","0","1","2011","1","within a day","0","46","1","75004",48.8577753823164,2.35885844426965,"Apartment","Entire home/apt","6","2","2","5","Real Bed",538,220,200,100,"1",0,90,365,20,"2012-06-12","2018-08-14",87,9,8,10,9,10,9,"1","0","strict_14_with_grace_period","0",0.26,0.0901333333333333,"1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","1","1",172.41824,2009534.5872,594.88
"95","1","It's a charming apartment in the Marais. 1 bedroom, livingroom, kitchenette and toilet with shower. Perfect for a couple. It's fully furnished with iron, internet, WiFi, telephone, hifi radio. Linen, sheets, duvet, towels and hairdryer are also furnished. Perfect location between Centre Pompidou and the Hotel de Ville, Near Notre Dame and Place des Vosges. On metro lines 1 and 11, is also at 10 min walking from lines 4, 7, 14 and RERs A, B, D. If you want to live in a great spot and save time on public transportation system this is the place to stay. You can have cleaning lady in option. If you want to live in a great spot and save time on public transportation system this is the place to stay. ","0","0","0","2011","1","within a day","0","1","1","75004",48.8596321123453,2.35560971240041,"Apartment","Entire home/apt","2","1","1","1","Real Bed",312,100,0,40,"1",0,3,365,20,"2011-08-15","2013-05-27",91,9,7,10,9,10,9,"0","0","moderate","0",0.23,0.0797333333333334,"1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","1","0",99.98976,1165380.6528,239.2
"96","1","Recommended by the "" guide of the unusual guest houses of Paris ""and"" guide guest houses not as the others "", here is your room(chamber) ""LOUISIANA"" in 140€ at night, atypical and charming, giving onto terrace and garden, or ""SUMATRA"" to 120€ the nig","1","1","1","2011","1","N/A","0","1","1","75013",48.8254990730311,2.37409566024756,"House","Private room","4","1","1","1","Real Bed",1076,140,0,0,"1",75,1,30,1,"2018-05-31","2018-05-31",100,10,10,10,10,10,10,"0","0","strict_14_with_grace_period","0",0.19,0.0658666666666667,"0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","0","0","1","0","0","0","0","0","0","1",344.83648,2679379.4496,276.64
"97","1","Mon logement est proche des Invalides, Chez L'Ami Jean, Rue Saint-Dominique, Aux Merveilleux de Fred, Musée d'Orsay, Musée Quai Branly, Champ de Mars, Tour Eiffel. Vous adorerez mon hébergement pour ces raisons: emplacement et atmosphère. Mon hébergement est adapté pour les couples et pour les personnes en voyage d'affaires. Espace propre, calme et confortable, nouvellement re-décoré avec un parquet léger et des meubles bien entretenus Tout l'appartement, mais certains articles personnels restent dans l'appartement.","0","1","0","2010","1","N/A","0","1","1","75007",48.8605107165151,2.30584517634598,"Apartment","Entire home/apt","2","1.5","1","1","Pull-out Sofa",323,94,650,25,"2",30,4,45,16,"2017-10-25","2018-04-30",97,10,9,10,10,10,9,"0","0","moderate","0",1.27,0.440266666666667,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0",103.51504,1259881.55184,1241.552
"98","1","Bedroom 10m2 any comfort in beautiful and large very well located apartment! Sleeps 2 people Bedroom of 10 m2, in a beautiful and big apartment including 2 other bedrooms, a kitchen, a lounge, a bathroom and toilets separated. Very well located, in a very pleasant district and livened up, close to any amenities (businesses, transport, theater, bar) Public transportation:  5 minutes from the train station ""Jacques Bonsergent‎"" on the metro line 5 that goes to ""Place de la République"" and ""Oberkampf"" Very easy access from and to both parisian airports thanks to the RER B. The 10th arrondissement of Paris centers on the Canal St. Martin and the restaurants and cafés which line its banks. The 10th arrondissement has lately enjoyed the benefits of both the booming nightlife scene in the neighboring 11th, as well as the Parisien cycling and roller-blading boom. The streets lining the canal become car-free for the later half of the day each Saturday, and all day on Sundays for your cycling an","1","1","1","2011","1","a few days or more","0","1","1","75010",48.8737663609559,2.36379015945865,"Apartment","Private room","2","1","1","1","Futon",161,50,100,10,"1",8,1,730,31,"2011-08-31","2018-07-13",92,9,9,10,10,10,9,"0","0","moderate","0",0.35,0.121333333333333,"0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","1","1","0","0","0","0","0","1","0","1","1",51.59728,398227.80704,181.999999999999
"99","1","Between the ""Butte aux Cailles"" (the quail hill!) and the "" Parc Montsouris"" (the mouse mount park!), up to 6 persons can sleep in this large 2 bedroom. You would like especially the quiet, the sunlight, eating on the balcony above a very Parisian small park and the facilities for your car (optional). Superb large 2 bedroom, 1 and half bath (93 square meters - 1000 square feet) on the 5th floor (with elevator) of a modern and safe building (security codes and intercom).  Perfect for a family with two children, up to 6 persons can sleep in this apartment. Garage parking available (10€/day or 100€/month) I you have any problem or question, let us know by email Not far from ""place d'Italie"" (a big metro connection), between the picturesque district of the ""Butte aux Cailles"" and the ""Montsouris"" park. Many shops all around the apartment and some kind of seven-eleven next door to the building. Garage parking available (10€/day) Using public transportation  from Roissy - Charles de Gaules C","1","1","1","2011","1","N/A","0","1","1","75013",48.8259220699884,2.34464475073321,"Apartment","Entire home/apt","6","1.5","2","5","Real Bed",1001,90,950,50,"4",10,270,1825,4,"2015-07-26","2017-07-11",95,10,10,10,10,10,10,"0","0","strict_14_with_grace_period","0",0.1,0.0346666666666667,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","1","0","1","1","0","1","1",320.80048,2492619.7296,93.6000000000001
"100","1","Situated in a key position, very close to Palais Royal and to the Bourse, this large and nice apartment is at walking distance from place Vendome, Louvre, Opera Garnier and Marais district. Two different configurations for the same apartment to suit different needs:  A)A smaller living-dining room plus two bedrooms B)A bigger living room, a dining room and a double bedroom. The change between one configuration and the other can be done very easily thanks to a nice sofa-bed and to the practical curtains. The armchairs are elegant and comfortable and the big modern table allows dinners for six people. The separated bedroom has a big cupboard behind the large mirror and a queen size bed.  The bathroom, with its spacious shower, has been  renovated (march 2013).  The kitchen is separated and fully equipped.  The 19th century wooden beams and the building old style make the rest ti build a great atmosphere! You'll have a wifi access to Internet and television with cable TV. The whole apartm","1","1","1","2011","1","within a day","0","46","1","75002",48.8672144291353,2.34344051520104,"Apartment","Entire home/apt","3","1","1","2","Real Bed",603,190,200,90,"1",0,90,365,5,"2011-10-03","2017-06-15",76,8,7,10,9,9,7,"1","0","strict_14_with_grace_period","0",0.06,0.0208,"1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","1","1",193.24944,1805143.01904,118.56
"101","1","Make the unforgettable experience of a stay in Paris in a magnificent building, a real jewel of the ""Art Deco"", in the heart of the 16th, just a step from the Seine. This very quiet, spacious and charming apartment, with a small private garden is situated on the ground floor of a very secure building It is perfectly decorated and furnished and will welcome, comfortably, 4 people. Spacious main room furnished with an elegant double sofa and assorted armchairs, a nice coffee table, a wooden dining table with 4 chairs and a stylish cupboard. The kitchen, just next the main room, is also very spacious, very convivial, and is furnished with a big cupboard, a dining table with chairs, which allows you to take your meals there, if you wish. It is fitted with all appliance, all dishes and cooking ustensils you need for cooking. A beautiful wooden floor covers the apartment. The travelers have a total access to the whole accommodation To make your stay more pleasant and interesting, we propose ","1","1","1","2010","1","N/A","0","87","1","75016",48.85128676189,2.2758857150687,"Apartment","Entire home/apt","4","1","2","3","Real Bed",861,225,500,80,"1",0,6,60,2,"2017-06-01","2018-06-28",90,9,8,9,9,10,9,"0","0","strict_14_with_grace_period","0",0.11,0.0381333333333333,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","1","1",275.93328,2442285.46128,257.4
"102","1","A charming, confortable and large appartment with a traditional parisian style, fully furnished. Located in a lively and warm neighborhood, at 2 steps from a metro station, it offers an easy access to all commodities, shops and major touristic sites. Discover Paris in this charming apartment, located in the very trendy & animated neighborhood of Republique / Oberkampf (11th arrondissment). 1 minute walk from Parmentier station (Metro line 3). Situated at the 5th floor with LIFT in a typical 19th parisian style building, this large flat (+100 meters squarred) is perfect for 4 to 6 people. The flat is equipped with washing machine, dishwasher, oven, cable, TV, unlimited high speed internet access, wifi, computer... Also provided : bed linens, blankets, pillows, towels and all kitchen ustensils needed. LIVING ROOM  The living room is 20 m2, has a balcony and faces the street. It is equipped with a dining table, a fireplace, a sofa (confortable convertible for two), cable (very hispeed) an","1","1","1","2011","1","within an hour","0","1","1","75011",48.8674715997919,2.37063579345704,"Condominium","Entire home/apt","6","1","3","4","Real Bed",1109,160,500,50,"3",15,4,31,75,"2011-11-01","2018-09-03",97,10,10,10,10,10,10,"0","0","moderate","0",0.88,0.305066666666667,"1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","1","1","0","0","1","1","1","1","0","1","1",355.41232,2900519.94352,1464.32
"103","1","In a beautiful, calm and secure building, a very nice Parisian apartment with a small balcony and view of the Eiffel Tour.  Located on the last floor with elevator, you will have a clear view, but also be away from noise. Located only minutes by foot from the metro, you can be at Opéra within 10 minutes. Hello, if you're coming to my apartment, that means that it is AVAILABLE during your dates. If you're looking for a quiet apartment which is ideally situated for discovering Paris, then this is the right place!! It's a very large apartment located on the last floor (with elevator). It has a small balcony with a entirely clear view of the Eiffel Tour. It is very quiet and luminous. Renovated and entirely equipped with a large living room, 2 bedrooms (of which a double, a separated office, a bathroom with bathtub, a shower, independent toilet and a fully-equipped kitchen (over, fridge, coffee machine, gas stove...) Unlimited Wifi access, telephone, TV, heating, electricity, gas, sheets a","0","1","1","2011","1","within an hour","0","6","1","75015",48.8449901183375,2.2942480180515,"Apartment","Entire home/apt","6","2","2","2","Real Bed",861,172,300,100,"4",25,3,365,98,"2012-05-22","2018-10-19",94,9,9,10,10,10,9,"1","0","moderate","1",1.25,0.433333333333333,"1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","0","1","1","0","1","1",275.93328,2367783.47568,2236
"106","1","This is a one bedroom apartment situated in the heart of the Quartier Latin, on the sixth floor (top) floor of a 19th century building with an (small) elevator. In the neighborhood there are all sorts of entertainment and services such as cinemas, fashion store, nice restaurants, and cafes. This quiet apartment (by Parisian standards, of course) faces the rue Gay-Lussac street and has a south exposure, with brings in great natural light. The building's main entrance gate is protected by a security system, a digicode-access hallway and a concierge. The flat's entrance gives access to the living room and kitchenette and the apartment has painted walls, parquet throughout, and crown moldings. The bathroom and the kitchenette are tiled with vintage ""tommettes"". The living room has French doors opening onto a balcony with a table and chairs, and a wonderful view of the Eiffel Tower and the Montparnasse Tower. The living room is furnished with a futon, a TV, a sofa that you can use as a bed ","1","1","1","2011","1","within an hour","0","1","1","75005",48.8463452925285,2.34198217336551,"Apartment","Entire home/apt","4","1","1","0","Real Bed",495,125,2500,60,"2",0,21,450,41,"2012-05-13","2018-10-25",91,9,8,9,10,10,9,"0","0","strict_14_with_grace_period","0",0.52,0.180266666666667,"1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","0","1","1",158.6376,1717727.9328,676.000000000001
"108","1","1 bedroom available in a 2 bedroom apartment in central and convenient Marais neighborhood of Paris.  2 sunny living rooms with balcony.  Full kitchen, wireless internet, cable tv, digital piano, bathtub/shower. I've repainted the living room and hallway and replaced the bathroom windows. 1 bedroom available in a 2 bedroom apartment in central and convenient Marais neighborhood of Paris.  2 sunny living rooms with balcony.  Full kitchen, wireless internet, cable tv, digital piano, bathtub/shower. 1 queen bed, 1 air mattress. Smoking permitted on balcony. No pets. Elevator in building or stairs up 2 floors. Microwave, oven, gas stove, refrigerator, freezer. Great location just in front of metro, bus stop, taxi stand, bakery, grocery stores, etc. To be clear, there are 2 bedrooms - you would have 1 bedroom and I will be using the other bedroom. There is also an extra room that could be used as an extra bedroom with a small air mattress. Sometimes when I am away, I rent out the entire apa","1","1","1","2011","1","N/A","0","2","1","75004",48.854455141226,2.36120838243471,"Apartment","Private room","3","1","1","1","Real Bed",118,70,100,0,"2",20,1,15,6,"2011-10-11","2018-10-20",96,10,10,10,10,10,10,"0","0","flexible","0",0.07,0.0242666666666667,"0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","0","0","0","0","1","0","1","1",37.81664,440752.9392,50.9600000000001
"109","1","* A SPECIAL PRICE FOR A CHARMING APARTMENT * Bright, quiet, atypical... breakfast on the sunny terrace, shower in front of the Eiffel Tower... *** A PLACE YOU WILL REMEMBER FOR THE REST OF YOUR LIFE *** - Surface: 735sq. feet - 70m2 - Capacity: 4 people A superbly designed apartment located at the top of a beautiful Parisian building, a view over the city of lights, its roofs and the sunset. A little extra is included in the price: one can enjoy a shower whilst looking at the Eiffel Tower twinkling in the distance! APARTMENT - Seventh and last floor (with elevator) - Haussmann building - Spacious volume (amazing glass roof and a mezzanine) - View over many famous or regular roofs of Paris with the Eiffet Tower, the Sacre Coeur, the Arc de Triomphe... - Freshly refurbished - Contemporary decoration - Wooden floor - 1 entry - 1 bedroom - Private terrace (really nice for your morning breakfast, your lunch and evening drinks) - 1 toilet - 1 cosy bathroom (with shower) - 1 living room - 1 a","1","0","1","2010","1","N/A","0","1","1","75008",48.8812596288975,2.32379081256753,"Apartment","Entire home/apt","4","1","1","2","Real Bed",753,130,800,60,"2",15,7,30,5,"2014-03-17","2015-05-23",100,10,10,10,10,10,10,"0","0","strict_14_with_grace_period","0",0.09,0.0312,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","1","0",241.32144,2597101.33728,121.68
"111","1","A charming place quiet and sunny near Montmarte and in the midle of south pigalle area, with lots of bars, restaurants... A charming clean and confortable place, very light and quiet flat in the middle of  the town, in a lively area.  A big room with a beautiful view on paris'roof, a kitchen you can have lunch in, a big bathroom, a (Website hidden by Airbnb) and towels are included, the breakfast too ( tea, coffe, cornflakes, orange juice...).English and french books, wifi access.... There are lots of theatres in this area wich is an artits area, near Montmartre ( cafés, restaurants, parisian fashion shops).  5 min walking distance to : Amélie town:  the Sacré Coeur,  the Moulin rouge,  10 min walking to Opéra ( galerie lafayette, printemps...)  many buses to st germain des prés for exemple and subway stations.  15 min by bus to le musée du Louvre..... There are many good french restaurants ( also japanese, indian,chinese...), delicious bakeries in the area, also supermarkets all aroun","1","1","1","2011","1","within a few hours","0","1","1","75009",48.8822451117097,2.33273363328639,"Apartment","Entire home/apt","2","1","1","1","Real Bed",592,98,400,55,"2",20,2,20,34,"2011-10-05","2018-04-22",97,10,10,10,10,10,10,"0","0","strict_14_with_grace_period","1",0.39,0.1352,"1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","1","1","1","1","1","0","1","1",189.72416,1647185.15712,397.488
